Millis,Sensor,X,Y,Z
1246085,M,-8.300781,36.193848,-26.196289
1246089,G,1.342773,-0.549316,0.122070
1246094,A,0.995972,-0.071777,-0.032593
1246099,G,1.525879,-0.671387,0.122070
1246104,A,0.996582,-0.077271,-0.002808
1246109,G,1.770020,-0.366211,0.183105
1246114,A,0.992798,-0.070435,-0.065430
1246119,G,1.708984,-0.793457,0.244141
1246124,A,0.999023,-0.077026,-0.047363
1246129,G,1.464844,-0.427246,0.183105
1246134,A,0.999512,-0.073120,-0.013794
1246139,M,-8.935547,34.912109,-27.856445
1246143,G,1.342773,-0.427246,0.061035
1246148,A,0.994141,-0.075317,-0.004883
1246153,G,1.892090,-0.427246,0.061035
1246158,A,0.995850,-0.072632,-0.021851
1246163,G,1.403809,-0.854492,0.122070
1246168,A,0.996216,-0.072266,-0.067993
1246174,G,1.525879,-0.244141,0.183105
1246179,A,0.999146,-0.075317,0.011230
1246184,M,-8.068848,36.230469,-27.087402
1246188,G,1.525879,-0.427246,0.183105
1246193,A,0.994995,-0.071045,-0.020142
1246198,G,2.014160,-0.549316,0.061035
1246203,A,0.994995,-0.077637,-0.003784
1246208,G,1.220703,-0.549316,0.305176
1246213,A,0.993774,-0.071777,-0.041016
1246218,G,2.014160,-0.549316,0.122070
1246223,A,0.997681,-0.079102,0.004517
1246228,G,1.708984,-0.183105,0.061035
1246233,A,0.995972,-0.069702,-0.064575
1246238,M,-9.387207,35.339355,-27.734375
1246243,G,1.770020,-0.549316,0.122070
1246247,A,0.994019,-0.076294,-0.040283
1246252,G,1.342773,-0.305176,0.183105
1246257,A,0.995117,-0.070679,-0.023193
1246262,G,1.281738,-0.549316,0.305176
1246267,A,0.996094,-0.077026,0.009399
1246272,G,2.258301,-0.366211,0.244141
1246277,A,0.992432,-0.070557,-0.059937
1246282,G,1.647949,-0.671387,0.061035
1246287,A,0.995972,-0.071167,-0.053467
1246292,M,-7.775879,35.607910,-26.147461
1246296,G,1.953125,-0.488281,0.122070
1246301,A,0.998657,-0.077881,-0.000610
1246306,G,1.403809,-0.305176,0.122070
1246311,A,0.994141,-0.073853,-0.030518
1246316,G,2.319336,-0.488281,0.244141
1246321,A,0.995728,-0.077759,-0.005615
1246326,G,1.464844,-0.549316,0.183105
1246331,A,0.993286,-0.069946,-0.054077
1246336,M,-8.618164,35.803223,-27.404785
1246340,G,1.525879,-0.671387,0.122070
1246345,A,0.999878,-0.078491,0.016235
1246350,G,1.342773,-0.244141,0.183105
1246355,A,0.995728,-0.071411,-0.013672
1246360,G,2.014160,-0.671387,0.122070
1246365,A,0.994385,-0.077148,-0.038818
1246370,G,1.586914,-0.244141,0.183105
1246375,A,0.993164,-0.071289,-0.020752
1246380,G,2.319336,-0.427246,0.244141
1246385,A,0.995728,-0.079712,-0.022217
1246390,M,-9.008789,35.510254,-27.832031
1246394,G,1.831055,-0.305176,0.244141
1246399,A,0.998779,-0.079224,0.013306
1246404,G,1.403809,-0.793457,0.305176
1246409,A,0.996704,-0.073242,-0.055542
1246414,G,1.464844,-0.305176,0.122070
1246419,A,0.997803,-0.078369,0.000854
1246424,G,1.342773,-0.305176,0.122070
1246429,A,0.991089,-0.074707,-0.021118
1246434,G,2.075195,-0.427246,0.183105
1246439,A,0.995972,-0.071899,-0.008789
1246444,M,-8.789063,36.145020,-26.477051
1246448,G,1.403809,-0.427246,0.183105
1246453,A,0.998291,-0.071899,-0.034424
1246458,G,1.647949,-0.732422,0.183105
1246463,A,0.999146,-0.076904,0.032593
1246468,G,1.586914,-0.305176,0.244141
1246473,A,0.997314,-0.072632,-0.054199
1246478,G,1.892090,-0.732422,0.183105
1246483,A,0.999146,-0.078735,-0.001953
1246488,M,-8.605957,34.887695,-27.783203
1246493,G,1.892090,-0.488281,0.244141
1246497,A,0.992554,-0.072266,-0.017578
1246502,G,1.403809,-0.549316,0.183105
1246507,A,0.998047,-0.078613,-0.013428
1246512,G,2.136230,-0.366211,0.244141
1246517,A,0.996216,-0.071045,-0.050049
1246522,G,1.831055,-0.732422,0.183105
1246527,A,0.991211,-0.069336,-0.061646
1246532,G,1.647949,-0.305176,0.183105
1246537,A,1.000122,-0.078247,-0.002563
1246542,M,-7.946777,36.120605,-26.196289
1246546,G,1.159668,-0.366211,0.244141
1246551,A,0.994629,-0.074951,-0.026123
1246556,G,2.014160,-0.488281,0.183105
1246561,A,0.996948,-0.077393,0.006836
1246566,G,1.403809,-0.610352,0.244141
1246571,A,0.996704,-0.068970,-0.039673
1246576,G,1.892090,-0.244141,0.305176
1246581,A,0.997803,-0.076294,0.016357
1246586,G,1.586914,-0.244141,0.244141
1246591,A,0.996216,-0.070923,-0.055054
1246596,M,-8.789063,34.606934,-28.137207
