Millis,Sensor,X,Y,Z
664542,M,-9.594727,37.011719,-25.341797
664546,G,1.770020,-0.427246,0.183105
664551,A,0.996582,-0.074463,-0.016968
664556,G,1.892090,-0.488281,0.183105
664561,A,0.997192,-0.074585,-0.018311
664566,G,1.892090,-0.488281,0.244141
664571,A,0.997070,-0.074585,-0.017578
664576,G,1.708984,-0.488281,0.244141
664581,A,0.996460,-0.074341,-0.018188
664586,M,-9.045410,36.755371,-25.451660
664590,G,1.770020,-0.549316,0.122070
664595,A,0.996338,-0.075684,-0.018433
664600,G,1.708984,-0.366211,0.122070
664605,A,0.996704,-0.074341,-0.017334
664610,G,1.708984,-0.366211,0.061035
